,Rating,Review
16387,1,Not recommended at all
16388,1,Not recommended at all
16389,5,Just wow!
16390,5,Classy product
16391,5,Mind-blowing purchase
16392,5,Best in the market!
16393,5,Awsm phone
16394,5,Great product
16395,5,Great product
16396,5,Best in the market!
16397,4,Worth the money
16398,5,Awesome
16399,5,Just wow!
16400,5,Classy product
16401,5,Mind-blowing purchase
16402,5,Best in the market!
16403,5,Awsm phone
16404,5,Great product
16405,5,Great product
16406,5,Best in the market!
16407,4,Worth the money
16408,5,Awesome
16409,4,Really Nice
16410,5,Excellent
16411,4,Very Good
16412,4,Good choice
16413,5,Awesome Phone... Must Buy!!
16414,5,Perfect product!
16415,5,Reliable. Nothing more a simple minded person could want.
16416,5,Simply awesome
16417,5,Classy product
16418,5,Fabulous!
16419,4,Really Nice
16420,5,Excellent
16421,4,Very Good
16422,4,Good choice
16423,5,Awesome Phone... Must Buy!!
16424,5,Perfect product!
16425,5,Reliable. Nothing more a simple minded person could want.
16426,5,Simply awesome
16427,5,Classy product
16428,5,Fabulous!
16429,5,Wonderful
16430,5,Mind-blowing purchase
16431,4,Good choice
16432,4,Good quality product
16433,5,Just wow!
16434,3,Decent product
16435,5,Super!
16436,5,Mind-blowing purchase
16437,4,Nice product
16438,5,Highly recommended
16439,5,Wonderful
16440,5,Mind-blowing purchase
16441,4,Good choice
16442,4,Good quality product
16443,5,Just wow!
16444,3,Decent product
16445,5,Super!
16446,5,Mind-blowing purchase
16447,4,Nice product
16448,5,Highly recommended
16449,5,Terrific
16450,4,Pretty good
16451,5,Classy product
16452,5,Must buy!
16453,4,Worth the money
16454,5,Terrific purchase
16455,5,Super!
16456,4,Delightful
16457,4,Good quality product
16458,5,Perfect product!
16459,5,Terrific
16460,4,Pretty good
16461,5,Classy product
16462,5,Must buy!
16463,4,Worth the money
16464,5,Terrific purchase
16465,5,Super!
16466,4,Delightful
16467,4,Good quality product
16468,5,Perfect product!
16469,5,Best in the market!
16470,5,Great product
16471,5,Terrific purchase
16472,5,Awesome
16473,5,Awesome
16474,3,best for daily users
16475,4,Wonderful
16476,5,Simply awesome
16477,5,Wonderful
16478,3,Decent product
16479,5,Best in the market!
16480,5,Great product
16481,5,Terrific purchase
16482,5,Awesome
16483,5,Awesome
16484,3,best for daily users
16485,4,Wonderful
16486,5,Simply awesome
16487,5,Wonderful
16488,3,Decent product
16489,5,Best in the market!
16490,5,Great product
16491,5,Terrific purchase
16492,5,Awesome
16493,5,Awesome
16494,3,best for daily users
16495,4,Wonderful
16496,5,Simply awesome
16497,5,Wonderful
16498,3,Decent product
16499,5,Best in the market!
16500,5,Great product
16501,5,Terrific purchase
16502,5,Awesome
16503,5,Awesome
16504,3,best for daily users
16505,4,Wonderful
16506,5,Simply awesome
16507,5,Wonderful
16508,3,Decent product
16509,5,Brilliant
16510,5,Highly recommended
16511,4,Really Nice
16512,4,Pretty good
16513,5,Great product
16514,2,Moderate
16515,4,Good choice
16516,5,Wonderful
16517,5,Wonderful
16518,4,Good choice
16519,5,Brilliant
16520,5,Highly recommended
16521,4,Really Nice
16522,4,Pretty good
16523,5,Great product
16524,2,Moderate
16525,4,Good choice
16526,5,Wonderful
16527,5,Wonderful
16528,4,Good choice
16529,5,Highly recommended
16530,5,Terrific purchase
16531,5,Excellent
16532,4,Pretty good
16533,1,Absolute rubbish!
16534,1,Useless product
16535,1,Worthless
16536,4,Pretty good
16537,5,Terrific purchase
16538,3,Nice
16539,5,Highly recommended
16540,5,Terrific purchase
16541,5,Excellent
16542,4,Pretty good
16543,1,Absolute rubbish!
16544,1,Useless product
16545,1,Worthless
16546,4,Pretty good
16547,5,Terrific purchase
16548,3,Nice
16549,5,Must buy!
16550,5,Brilliant
16551,5,Perfect product!
16552,5,More Than Enough
16553,5,Excellent Product
16554,3,Fair
16555,5,Super!
16556,5,Great product
16557,3,Nice
16558,5,Awesome
16559,5,Must buy!
16560,5,Brilliant
16561,5,Perfect product!
16562,5,More Than Enough
16563,5,Excellent Product
16564,3,Fair
16565,5,Super!
16566,5,Great product
16567,3,Nice
16568,5,Awesome
16569,5,Brilliant
16570,5,Wonderful
16571,5,Highly recommended
16572,3,Good
16573,5,Super!
16574,4,Worth the money
16575,5,Fabulous!
16576,3,Does the job
16577,5,Perfect product!
16578,5,Best in the market!
16579,5,Brilliant
16580,5,Wonderful
16581,5,Highly recommended
16582,3,Good
16583,5,Super!
16584,4,Worth the money
16585,5,Fabulous!
16586,3,Does the job
16587,5,Perfect product!
16588,5,Best in the market!
16589,4,Really Nice
16590,4,Good quality product
16591,5,Perfect product!
16592,5,Worth every penny
16593,4,Nice product
16594,5,Terrific purchase
16595,5,Highly recommended
16596,3,Does the job
16597,5,Classy product
16598,5,Mind-blowing purchase
16599,4,Really Nice
16600,4,Good quality product
16601,5,Perfect product!
16602,5,Worth every penny
16603,4,Nice product
16604,5,Terrific purchase
16605,5,Highly recommended
16606,3,Does the job
16607,5,Classy product
16608,5,Mind-blowing purchase
16609,5,Terrific
16610,5,Worth every penny
16611,5,Excellent
16612,5,Must buy!
16613,5,Mind-blowing purchase
16614,5,Most complete phone that I have ever used
16615,4,Pretty good
16616,5,Just wow!
16617,5,Best in the market!
16618,5,Must buy!
16619,5,Terrific
16620,5,Worth every penny
16621,5,Excellent
16622,5,Must buy!
16623,5,Mind-blowing purchase
16624,5,Most complete phone that I have ever used
16625,4,Pretty good
16626,5,Just wow!
16627,5,Best in the market!
16628,5,Must buy!
16629,4,Good quality product
16630,4,Really Nice
16631,5,Perfect product!
16632,5,Terrific purchase
16633,4,Nice product
16634,5,Worth every penny
16635,5,Highly recommended
16636,3,Does the job
16637,5,Classy product
16638,5,Mind-blowing purchase
16639,4,Good quality product
16640,4,Really Nice
16641,5,Perfect product!
16642,5,Terrific purchase
16643,4,Nice product
16644,5,Worth every penny
16645,5,Highly recommended
16646,3,Does the job
16647,5,Classy product
16648,5,Mind-blowing purchase
16649,4,Good quality product
16650,5,Fabulous!
16651,5,Super!
16652,5,Awesome
16653,4,Wonderful
16654,5,Highly recommended
16655,5,Terrific purchase
16656,5,Perfect product!
16657,5,Highly recommended
16658,5,Classy product
16659,4,Good quality product
16660,5,Fabulous!
16661,5,Super!
16662,5,Awesome
16663,4,Wonderful
16664,5,Highly recommended
16665,5,Terrific purchase
16666,5,Perfect product!
16667,5,Highly recommended
16668,5,Classy product
16669,5,Best in the market!
16670,5,Just wow!
16671,4,Delightful
16672,5,Must buy!
16673,1,Unsatisfactory
16674,4,Worth the money
16675,4,Value-for-money
16676,1,Hated it!
16677,5,Simply awesome
16678,5,Fabulous!
16679,5,Best in the market!
16680,5,Just wow!
16681,4,Delightful
16682,5,Must buy!
16683,1,Unsatisfactory
16684,4,Worth the money
16685,4,Value-for-money
16686,1,Hated it!
16687,5,Simply awesome
16688,5,Fabulous!
16689,3,Fair
16690,5,Terrific
16691,5,Wonderful
16692,3,Just okay
16693,5,Great product
16694,4,Good quality product
16695,5,Classy product
16696,5,Simply awesome
16697,5,Terrific purchase
16698,5,Wonderful
16699,3,Fair
16700,5,Terrific
16701,5,Wonderful
16702,3,Just okay
16703,5,Great product
16704,4,Good quality product
16705,5,Classy product
16706,5,Simply awesome
16707,5,Terrific purchase
16708,5,Wonderful
16709,4,Good quality product
16710,5,Fabulous!
16711,5,Super!
16712,5,Awesome
16713,4,Wonderful
16714,5,Highly recommended
16715,5,Terrific purchase
16716,5,Perfect product!
16717,5,Highly recommended
16718,5,Classy product
16719,4,Good quality product
16720,5,Fabulous!
16721,5,Super!
16722,5,Awesome
16723,4,Wonderful
16724,5,Highly recommended
16725,5,Terrific purchase
16726,5,Perfect product!
16727,5,Highly recommended
16728,5,Classy product
16729,5,Fabulous!
16730,5,Fabulous!
16731,5,Just wow!
16732,5,Just wow!
16733,5,Best in the market!
16734,5,Must buy!
16735,4,Good choice
16736,5,Must buy!
16737,4,Pretty good
16738,5,Awesome
16739,5,Fabulous!
16740,5,Fabulous!
16741,5,Just wow!
16742,5,Just wow!
16743,5,Best in the market!
16744,5,Must buy!
16745,4,Good choice
16746,5,Must buy!
16747,4,Pretty good
16748,5,Awesome
16749,5,Brilliant
16750,5,Awesome
16751,4,Very Good
16752,4,Worth the money
16753,1,Hated it!
16754,5,Fabulous!
16755,4,Good quality product
16756,4,Good quality product
16757,3,Decent product
16758,5,Best in the market!
16759,5,Brilliant
16760,5,Awesome
16761,4,Very Good
16762,4,Worth the money
16763,1,Hated it!
16764,5,Fabulous!
16765,4,Good quality product
16766,4,Good quality product
16767,3,Decent product
16768,5,Best in the market!
16769,5,Terrific
16770,4,Pretty good
16771,5,Classy product
16772,5,Must buy!
16773,4,Worth the money
16774,5,Terrific purchase
16775,5,Super!
16776,4,Delightful
16777,4,Good quality product
16778,5,Perfect product!
16779,5,Terrific
16780,4,Pretty good
16781,5,Classy product
16782,5,Must buy!
16783,4,Worth the money
16784,5,Terrific purchase
16785,5,Super!
16786,4,Delightful
16787,4,Good quality product
16788,5,Perfect product!
16789,4,Delightful
16790,5,Worth every penny
16791,5,Classy product
16792,5,Simply awesome
16793,5,Excellent
16794,3,Good
16795,5,Excellent
16796,5,Excellent
16797,4,Display quality
16798,5,Great product
16799,4,Delightful
16800,5,Worth every penny
16801,5,Classy product
16802,5,Simply awesome
16803,5,Excellent
16804,3,Good
16805,5,Excellent
16806,5,Excellent
16807,4,Display quality
16808,5,Great product
16809,5,Fabulous!
16810,2,Slightly disappointed
16811,2,Expected a better product
16812,4,Really Nice
16813,5,Brilliant
16814,5,Perfect product!
16815,5,Excellent
16816,5,Awesome
16817,4,Good choice
16818,5,Best in the market!
16819,5,Fabulous!
16820,2,Slightly disappointed
16821,2,Expected a better product
16822,4,Really Nice
16823,5,Brilliant
16824,5,Perfect product!
16825,5,Excellent
16826,5,Awesome
16827,4,Good choice
16828,5,Best in the market!
16829,4,Good quality product
16830,5,Terrific
16831,4,Nice product
16832,5,Fabulous!
16833,4,Nice product
16834,4,Good quality product
16835,5,Just wow!
16836,4,Pretty good
16837,5,Worth every penny
16838,4,Pretty good
16839,4,Good quality product
16840,5,Terrific
16841,4,Nice product
16842,5,Fabulous!
16843,4,Nice product
16844,4,Good quality product
16845,5,Just wow!
16846,4,Pretty good
16847,5,Worth every penny
16848,4,Pretty good
16849,4,Very Good
16850,5,Best in the market!
16851,4,Really Nice
16852,1,Did not meet expectations
16853,5,Just wow!
16854,1,Don't waste your money
16855,5,Mind-blowing purchase
16856,1,Waste of money!
16857,5,Great product
16858,5,Just wow!
16859,4,Very Good
16860,5,Best in the market!
16861,4,Really Nice
16862,4,Really Nice
16863,5,Wonderful
16864,5,Terrific
16865,5,Highly recommended
16866,4,Worth the money
16867,4,Wonderful
16868,5,Mind-blowing purchase
16869,5,Simply awesome
16870,4,Worth the money
16871,5,Awesome
16872,4,Really Nice
16873,5,Wonderful
16874,5,Terrific
16875,5,Highly recommended
16876,4,Worth the money
16877,4,Wonderful
16878,5,Mind-blowing purchase
16879,5,Simply awesome
16880,4,Worth the money
16881,5,Awesome
16882,5,Worth every penny
16883,5,Best in the market!
16884,4,Delightful
16885,5,Super!
16886,5,Perfect product!
16887,5,Excellent
16888,5,Best in the market!
16889,5,Mind-blowing purchase
16890,5,Excellent
16891,5,Highly recommended
16892,5,Worth every penny
16893,5,Best in the market!
16894,4,Delightful
16895,5,Super!
16896,5,Perfect product!
16897,5,Excellent
16898,5,Best in the market!
16899,5,Mind-blowing purchase
16900,5,Excellent
16901,5,Highly recommended
16902,4,Pretty good
16903,5,Worth every penny
16904,5,Mind-blowing purchase
16905,4,Worth the money
16906,5,Best in the market!
16907,5,Best in the market!
16908,5,Fabulous!
16909,5,Perfect product!
16910,5,Terrific
16911,5,Brilliant
16912,4,Pretty good
16913,5,Worth every penny
16914,5,Mind-blowing purchase
16915,4,Worth the money
16916,5,Best in the market!
16917,5,Best in the market!
16918,5,Fabulous!
16919,5,Perfect product!
16920,5,Terrific
16921,5,Brilliant
16922,5,Super!
16923,1,Unsatisfactory
16924,1,Worthless
16925,1,Unsatisfactory
16926,5,Wonderful
16927,1,Absolute rubbish!
16928,1,Very poor
16929,1,Absolute rubbish!
16930,1,Not recommended at all
16931,1,Not recommended at all
16932,5,Super!
16933,1,Unsatisfactory
16934,1,Worthless
16935,1,Unsatisfactory
16936,5,Wonderful
16937,1,Absolute rubbish!
16938,1,Very poor
16939,1,Absolute rubbish!
16940,1,Not recommended at all
16941,1,Not recommended at all
16942,4,Good choice
16943,4,Delightful
16944,5,Worth every penny
16945,3,Good
16946,4,Wonderful
16947,5,Terrific
16948,5,Excellent
16949,4,Value-for-money
16950,5,Just wow!
16951,3,Nice
16952,4,Good choice
16953,4,Delightful
16954,5,Worth every penny
16955,3,Good
16956,4,Wonderful
16957,5,Terrific
16958,5,Excellent
16959,4,Value-for-money
16960,5,Just wow!
16961,3,Nice
16962,4,Good quality product
16963,5,Terrific
16964,4,Nice product
16965,5,Fabulous!
16966,4,Nice product
16967,4,Good quality product
16968,5,Just wow!
16969,4,Pretty good
16970,5,Worth every penny
16971,4,Pretty good
16972,4,Good quality product
16973,5,Terrific
16974,4,Nice product
16975,5,Fabulous!
16976,4,Nice product
16977,4,Good quality product
16978,5,Just wow!
16979,4,Pretty good
16980,5,Worth every penny
16981,4,Pretty good
16982,5,Excellent
16983,4,Delightful
16984,5,Awesome
16985,5,Fabulous!
16986,5,Brilliant
16987,5,Brilliant
16988,5,Fabulous!
16989,4,Worth the money
16990,5,Terrific purchase
16991,5,Worth every penny
16992,5,Excellent
16993,4,Delightful
16994,5,Awesome
16995,5,Fabulous!
16996,5,Brilliant
16997,5,Brilliant
16998,5,Fabulous!
16999,4,Worth the money
17000,5,Great product
17001,5,Highly recommended
17002,5,Super!
17003,5,Awesome
17004,4,Really Nice
17005,5,Must buy!
17006,1,Terrible product
17007,4,Good choice
17008,2,Expected a better product
17009,5,Simply awesome
17010,5,Great product
17011,5,Highly recommended
17012,5,Super!
17013,5,Awesome
17014,4,Really Nice
17015,5,Must buy!
17016,1,Terrible product
17017,4,Good choice
17018,2,Expected a better product
17019,5,Simply awesome
17020,5,Brilliant
17021,5,Highly recommended
17022,5,Super!
17023,5,Best in the market!
17024,5,Brilliant
17025,5,Awesome
17026,4,Worth the money
17027,5,Classy product
17028,5,Brilliant
17029,5,Terrific purchase
17030,5,Brilliant
17031,5,Highly recommended
17032,5,Super!
17033,5,Best in the market!
17034,5,Brilliant
17035,5,Awesome
17036,4,Worth the money
17037,5,Classy product
17038,5,Brilliant
17039,5,Terrific purchase
17040,5,Brilliant
17041,5,Wonderful
17042,5,Mind-blowing purchase
17043,4,Nice product
17044,5,Highly recommended
17045,5,Great product
17046,5,Worth every penny
17047,4,Delightful
17048,5,Excellent
17049,4,Worth the money
17050,5,Brilliant
17051,5,Wonderful
17052,5,Mind-blowing purchase
17053,4,Nice product
17054,5,Highly recommended
17055,5,Great product
17056,5,Worth every penny
17057,4,Delightful
17058,5,Excellent
17059,4,Worth the money
17060,5,Classy product
17061,5,Terrific purchase
17062,5,Terrific
17063,5,Terrific
17064,5,Excellent
17065,5,Mind-blowing purchase
17066,5,Brilliant
17067,5,Simply awesome
17068,5,Simply awesome
17069,5,Brilliant
17070,5,Classy product
17071,5,Terrific purchase
17072,5,Terrific
17073,5,Terrific
17074,5,Excellent
17075,5,Mind-blowing purchase
17076,5,Brilliant
17077,5,Simply awesome
17078,5,Simply awesome
17079,5,Brilliant
17080,5,Mind-blowing purchase
17081,4,Really Nice
17082,5,Just wow!
17083,5,Awesome
17084,5,Terrific purchase
17085,4,Wonderful
17086,5,Great product
17087,2,Expected a better product
17088,5,Great product
17089,5,Awesome
17090,5,Mind-blowing purchase
17091,4,Really Nice
17092,5,Just wow!
17093,5,Awesome
17094,5,Terrific purchase
17095,4,Wonderful
17096,5,Great product
17097,2,Expected a better product
